temperature,pressure,vibration,humidity,equipment,location,faulty
65.92539893,43.14025139,1.751664387,56.74671536,Turbine,Chicago,0
58.8841975,44.49132472,1.855212267,35.00403903,Compressor,San Francisco,0
63.16365718,38.45027054,1.583825078,30.66085188,Compressor,San Francisco,0
36.48100565,75.04995426,0.779202963,18.72005889,Compressor,Atlanta,1
72.85865391,33.36515419,1.297206322,50.86787426,Turbine,Atlanta,0
83.56240029,26.47174263,1.378741775,59.82438831,Compressor,San Francisco,0
68.25040243,22.52451377,1.339915246,28.9901879,Pump,Atlanta,0
65.46585892,39.34605572,1.597314289,73.10459275,Pump,New York,0
64.07535741,40.43435056,1.77792923,52.95229741,Compressor,San Francisco,0
64.83153117,36.3552246,1.659250426,45.09116042,Turbine,New York,0
72.43123459,36.65342103,1.956011835,25.79782529,Turbine,San Francisco,0
78.22782781,29.24542651,1.937057041,45.65926178,Pump,San Francisco,0
73.81935452,39.6445415,1.124870596,50.16914217,Pump,New York,0
70.28457581,27.58789396,0.991254469,34.4696307,Pump,Houston,0
82.98294713,71.4372631,2.895548149,54.39925393,Compressor,Houston,1
53.86438602,28.0857179,1.016632735,56.84624996,Pump,Chicago,0
66.59401293,35.24112529,0.813604375,48.41785189,Compressor,San Francisco,0
73.67287313,44.17189727,1.472204738,48.30269513,Turbine,Houston,0
68.31856181,29.80801184,1.110630242,46.18066137,Pump,Chicago,0
72.50200206,36.97817162,1.445172575,61.70932786,Pump,Chicago,0
96.50781085,33.55213205,0.006416816,25.40958158,Turbine,New York,1
41.51457379,43.24199755,1.932679355,38.18994992,Turbine,Chicago,0
52.97416396,46.48456795,1.605690327,52.99164567,Turbine,Houston,0
83.88337778,36.44244041,1.492226423,58.43150373,Compressor,Houston,0
76.72573701,39.65378692,1.26151207,55.30394306,Compressor,Atlanta,0
75.00831591,45.2101119,2.05374962,54.22484622,Pump,San Francisco,0
79.61987189,37.33327147,0.875709155,41.97222325,Compressor,Chicago,0
27.758806,65.26950266,4.425556658,39.05614802,Pump,New York,1
68.69856946,34.90365158,0.510340103,62.84494378,Turbine,San Francisco,0
66.49221794,55.02590244,1.44028842,54.23462492,Turbine,New York,0
65.79813183,35.01435898,1.167446314,46.61256988,Turbine,Atlanta,0
94.92183999,37.98497918,2.382780589,64.46909945,Turbine,New York,0
65.86394467,53.5808738,1.7965527,35.75254091,Turbine,San Francisco,0
66.5817818,46.3587559,2.42290066,50.50447443,Turbine,Atlanta,0
47.80699627,37.33735063,1.404757151,42.77840838,Turbine,San Francisco,0
59.078788,35.09095927,1.249052943,70.84071274,Compressor,San Francisco,0
77.07231374,41.02880887,1.533089416,44.15634469,Turbine,Houston,0
63.28376632,29.95633237,1.435104585,67.02107934,Turbine,San Francisco,0
73.24166352,59.94144903,1.643610173,37.35812404,Compressor,Chicago,0
68.70965885,34.94932688,1.456652923,59.85620913,Compressor,Houston,0
13.70962291,6.049904122,4.008917431,88.83965751,Pump,San Francisco,1
71.59856392,32.51682557,1.44480841,47.02357464,Turbine,Houston,0
83.90255328,35.2709644,1.614793698,68.13673084,Compressor,Chicago,0
54.89958788,33.61898918,1.569584231,64.98311544,Compressor,San Francisco,0
77.60055964,51.29768512,2.146966762,48.55267601,Pump,Atlanta,0
79.94447376,27.15689399,1.364000014,59.71551711,Pump,New York,0
74.04212865,26.49393051,0.90940453,66.17959684,Turbine,Chicago,0
52.21412416,35.35655689,1.834537627,46.57035164,Pump,Houston,0
22.27105033,45.30749416,1.727824608,12.41372405,Turbine,New York,1
67.61067901,38.24659269,1.340909641,39.18811522,Compressor,Chicago,0
76.71340076,34.16950012,2.219798964,30.94426647,Turbine,Chicago,0
55.02742355,30.27027505,1.492514791,46.39778229,Compressor,San Francisco,0
80.89904959,31.1152791,1.368558763,56.9084157,Pump,San Francisco,0
66.86941969,32.41188043,1.851746761,51.13494346,Turbine,San Francisco,0
79.55305209,26.53730705,1.376854929,73.5033912,Pump,Houston,0
75.97228218,39.13460213,1.812614235,63.40969613,Turbine,Houston,0
60.7361887,35.91580847,2.195995788,48.88887286,Pump,Atlanta,0
71.75286779,49.11860707,1.436001512,59.83906155,Compressor,Chicago,0
51.2482753,42.2457408,1.615266834,62.86798853,Turbine,Atlanta,0
74.75430683,43.45030787,1.467235442,41.34677674,Compressor,Atlanta,0
69.40345688,48.34238346,1.046004129,55.338377,Turbine,New York,0
70.07063159,26.1461361,1.210347346,49.19383635,Turbine,Houston,0
62.90420145,21.08459805,0.216207441,57.5808001,Pump,Houston,0
69.25073444,27.02351738,0.847603113,53.12454856,Turbine,Atlanta,0
74.60824865,46.50556468,0.831423895,37.41853272,Turbine,San Francisco,0
60.23599951,36.28548399,1.166760037,69.84976882,Compressor,San Francisco,0
64.70947323,38.8251246,0.935257211,39.93207441,Turbine,Chicago,0
78.79417041,26.59247067,1.71100718,67.63152115,Turbine,San Francisco,0
76.55900777,25.20478234,1.297860878,44.99245581,Turbine,Atlanta,0
84.31152118,41.07553739,2.673200662,62.81605441,Compressor,New York,0
63.32220444,26.12199898,1.758500151,44.0614401,Compressor,Houston,0
52.74193271,34.47110085,1.572058181,37.41129444,Pump,Houston,0
86.97539404,25.9369196,1.419654438,12.90971342,Turbine,San Francisco,1
62.69633368,39.12915232,1.068846532,53.11408351,Pump,Houston,0
64.64036555,32.69173679,2.060975246,57.86954564,Turbine,Chicago,0
57.19570648,5.493077669,1.974628651,17.87046389,Pump,Atlanta,0
53.39039066,39.94688453,1.724856304,49.53991171,Pump,Chicago,0
54.84808938,39.87308415,1.579341662,64.42591621,Compressor,Houston,0
74.2009449,28.35943604,1.625934724,64.14745338,Pump,New York,0
57.12836431,30.6897213,0.495133317,50.98715052,Pump,Houston,0
66.06388418,10.3395026,1.575909546,47.06392841,Compressor,Chicago,0
70.19616658,35.26418646,2.03435249,43.9042556,Pump,Atlanta,0
65.79354677,47.86332049,2.208417041,63.91995698,Compressor,San Francisco,0
62.83177679,35.74348522,2.823942107,25.76252682,Pump,Atlanta,0
58.1103658,36.43756305,1.481129102,58.5316682,Turbine,Atlanta,0
60.18674063,32.40815319,1.671524265,61.99497451,Pump,Houston,0
75.13105798,36.68967519,2.179178583,52.51785246,Turbine,Atlanta,0
59.62753846,39.59233545,0.920232225,33.77293429,Turbine,Chicago,0
60.37267435,49.64941708,1.735483535,58.48660952,Turbine,Houston,0
77.09451817,44.52379988,1.054507279,34.54045222,Turbine,Chicago,0
65.06877178,31.19899777,1.049594129,79.42752646,Pump,San Francisco,0
66.79332374,44.61799203,1.974583035,36.77728521,Pump,Atlanta,0
79.75119733,27.02454699,0.840402474,38.39627022,Pump,San Francisco,0
79.82690984,31.45928566,1.494205108,55.31698734,Turbine,New York,0
69.05175769,38.09718653,0.46142017,33.3113325,Turbine,Houston,0
76.03094685,32.03982027,1.227713534,50.80595824,Turbine,San Francisco,0
47.76425832,45.89408731,2.287467157,69.27830773,Pump,New York,0
112.9966549,38.32264408,3.992000454,74.86767575,Turbine,Chicago,1
68.13103842,29.86542877,1.758860382,47.42899382,Turbine,Houston,0
80.35249335,50.62447756,1.589119872,40.86940262,Turbine,Chicago,0
77.15805552,38.9411248,3.965478665,79.27422479,Compressor,Houston,1
85.00759791,50.11423036,2.150564926,38.12593845,Compressor,New York,0
68.14341023,30.37232217,1.596399396,51.34387442,Pump,Houston,0
88.55873624,73.83952421,2.61266427,47.48018643,Pump,Houston,1
70.41287456,32.72391757,1.821237223,37.67841975,Compressor,Chicago,0
40.7055131,35.9799274,2.264550503,44.48526089,Turbine,Atlanta,0
74.37313187,28.13427175,2.013007063,43.02308856,Turbine,New York,0
59.64757678,43.47652458,1.930042534,55.09663108,Compressor,Chicago,0
71.76150452,27.30822549,1.463033817,50.64932979,Turbine,Atlanta,0
69.75645408,36.13583931,1.752077275,54.99500797,Pump,New York,0
76.68654805,28.54792297,1.305118932,56.71850307,Compressor,Atlanta,0
72.38789159,48.11168422,1.174147926,39.61026516,Turbine,Chicago,0
81.53900734,40.50607769,1.098310646,33.73569241,Turbine,San Francisco,0
61.49115911,52.76257486,1.618818202,64.28724467,Pump,Chicago,0
72.34214733,40.67528784,2.422699841,47.1484147,Turbine,Chicago,0
60.01693225,33.51081425,1.814406914,28.86356586,Compressor,Chicago,0
73.514799,30.49535138,2.327317374,53.61001946,Pump,New York,0
75.3629091,32.92988471,1.141250699,46.54593048,Compressor,New York,0
63.5833318,32.97530527,1.842779182,56.53596684,Pump,Chicago,0
69.17319314,30.9194884,1.267377285,44.2065943,Pump,Chicago,0
79.17861947,44.3419354,1.139151773,48.92016533,Compressor,Houston,0
68.09759156,28.81890488,1.001566453,56.83062711,Turbine,Chicago,0
67.95123336,37.1011359,2.130475843,44.23409075,Pump,Atlanta,0
65.42903743,28.70742327,1.390236709,35.04860342,Pump,San Francisco,0
86.53309637,17.93504626,2.114233245,37.66680264,Turbine,Chicago,0
69.62106918,32.48444968,0.933558593,48.41915372,Pump,Atlanta,0
67.01179911,23.58828871,1.384225253,46.86738562,Compressor,New York,0
73.19781934,38.48437055,1.973430731,54.7458382,Pump,San Francisco,0
70.43514669,34.76946719,0.737447179,52.8121053,Compressor,Atlanta,0
76.38051101,35.6503314,0.975162942,40.70675412,Pump,Chicago,0
112.7822183,32.86976002,4.663104534,33.37316566,Pump,San Francisco,1
58.73946039,34.06809318,0.857217203,49.32485992,Turbine,Atlanta,0
69.68796511,28.32136072,2.063962493,43.74957865,Pump,Atlanta,0
92.29162141,27.53759658,2.615585991,42.54357709,Pump,San Francisco,1
117.1607613,54.15224394,4.512689275,78.3413706,Compressor,Atlanta,1
65.22354417,55.58201911,1.162480494,47.99546087,Compressor,Atlanta,0
70.74509594,43.35984396,1.441405483,57.40024253,Pump,New York,0
61.81801117,21.35232724,2.228550913,53.86446184,Compressor,Houston,0
67.18672443,34.39463142,1.679370694,58.36230976,Compressor,Houston,0
71.20295632,19.42779771,1.88322798,41.39841221,Turbine,New York,0
73.91127877,34.91554852,2.402059546,45.43528484,Turbine,Houston,0
70.69344337,42.96134132,1.064678605,50.51243512,Compressor,Chicago,0
131.4206924,52.37367968,4.977295458,15.01336982,Compressor,Atlanta,1
69.80580394,25.91491276,1.549412023,51.70575581,Pump,Houston,0
66.29491901,35.57830678,2.007928259,33.01923852,Pump,New York,0
65.60268942,29.28747906,2.616173017,58.26290125,Pump,San Francisco,0
50.12431085,24.9667121,1.269012201,56.95719701,Turbine,Atlanta,0
64.71053237,42.18595658,1.520794534,60.67566121,Pump,Houston,0
74.92986459,15.17995105,2.103485162,48.56873603,Turbine,New York,0
79.95581514,32.715667,1.777127238,56.98001588,Turbine,Atlanta,0
59.74247316,35.08016921,1.263749553,52.06708916,Pump,Chicago,0
71.6540366,28.3370938,0.748787701,36.13404993,Pump,Houston,0
69.51911493,44.58694855,2.13980706,57.03603868,Compressor,Chicago,0
71.64294765,31.72543828,1.305615625,46.36736461,Compressor,San Francisco,0
112.5346379,74.57575917,2.059712443,85.1299779,Turbine,San Francisco,1
66.21613682,14.97083833,3.408486965,61.46361079,Turbine,Chicago,1
69.03286888,36.30237294,1.576824565,50.73638893,Turbine,Houston,0
104.4763973,34.26763765,2.796560141,30.25020857,Pump,Atlanta,1
18.53463026,70.97672848,2.806876265,72.26100791,Compressor,Chicago,1
101.7041973,59.81508077,2.690272554,13.40378956,Compressor,Atlanta,1
76.8626019,39.99922876,2.043431745,63.95707482,Compressor,New York,0
72.11396567,30.63067117,2.149590626,63.46212766,Turbine,Houston,0
74.89374561,38.17093565,1.826040119,71.70094992,Turbine,New York,0
75.04046516,25.46500237,1.954111262,61.80317839,Turbine,Houston,0
59.75612359,43.68177811,1.634801847,59.00205653,Pump,San Francisco,0
118.444955,27.11786613,3.427411112,38.75017501,Compressor,Chicago,1
77.15755803,14.58098151,3.207097565,27.07925973,Turbine,Atlanta,1
68.95032292,32.2250881,1.266746236,47.54346648,Turbine,Houston,0
85.21316052,22.04661555,2.937041349,42.03474425,Pump,New York,0
74.86309993,36.08414402,1.538096211,26.58469591,Turbine,Chicago,0
68.60410372,32.49730822,1.425207342,48.81612163,Pump,Chicago,0
76.38391926,14.83322395,1.491315996,58.06774036,Turbine,San Francisco,0
72.88693629,39.63127854,2.097074074,52.8668482,Compressor,San Francisco,0
60.1769642,18.50875661,1.531075453,52.79097337,Pump,Chicago,0
55.91000646,18.57738589,3.275657846,56.28079156,Turbine,Atlanta,1
73.77211875,40.13557704,1.098087676,52.2384669,Pump,Houston,0
69.36475425,27.59069389,1.855387013,42.21508435,Turbine,Atlanta,0
75.05589242,27.18108706,2.318052555,47.9300313,Turbine,San Francisco,0
64.86099373,32.54883658,1.539536929,40.12232913,Pump,New York,0
88.38183677,26.10138024,1.681549216,71.23320513,Pump,Chicago,0
61.51934402,33.05866831,1.516968943,49.70056553,Turbine,New York,0
77.30958976,49.09978532,1.140983459,67.36323809,Compressor,New York,0
60.5449312,38.91304445,1.381982905,52.52192151,Compressor,New York,0
62.46263836,40.85518455,1.615759386,26.61991283,Turbine,New York,0
82.29990368,41.14350131,1.713283956,51.6866776,Compressor,San Francisco,0
63.50722455,30.52960342,1.399456032,39.50785231,Compressor,New York,0
136.8441449,64.13436995,0.640751476,31.30028187,Compressor,San Francisco,1
86.12278258,48.31189024,0.60219339,54.88661537,Turbine,Chicago,0
78.92597338,30.11199101,1.368591579,34.26456777,Pump,Chicago,0
57.30708895,36.36320795,1.53984049,58.52501276,Turbine,New York,0
45.283555,32.96419139,1.192343059,39.88429724,Turbine,Houston,0
77.75155494,30.97022131,0.541849617,50.65553725,Pump,Chicago,0
73.91209327,35.64899667,1.856191672,38.62755471,Turbine,New York,0
77.59514887,42.70581227,1.684989607,56.50604954,Pump,San Francisco,0
63.52458194,39.56756556,0.910501914,36.36534984,Pump,San Francisco,0
84.51001438,41.18838092,1.701585083,49.84461841,Compressor,Atlanta,0
41.67674075,36.48874417,1.127189766,49.17749913,Compressor,New York,0
74.68774256,20.95595529,1.296169711,54.86635956,Turbine,San Francisco,0
88.98734981,35.60327303,1.526757137,47.89154657,Pump,San Francisco,0
55.96616828,42.90298536,1.216300783,74.5518071,Pump,New York,1
65.35595738,47.88234384,1.867467987,62.38283211,Turbine,Chicago,0
124.3586366,42.53417401,0.951264407,79.50866566,Turbine,New York,1
76.26613637,38.38102894,1.336092345,48.69299673,Compressor,San Francisco,0
48.4665708,21.5953564,2.104219995,42.48256435,Pump,Atlanta,0
92.92682799,26.91531743,1.072610235,84.47879012,Compressor,Atlanta,1
59.73919156,44.39073616,1.69773472,49.70853649,Turbine,Houston,0
64.07759155,24.81429781,1.543812578,19.90658857,Turbine,New York,0
78.24102897,41.92216926,2.123029462,40.29649909,Turbine,New York,0
106.7892041,47.92605604,1.433862654,56.26169159,Compressor,Chicago,1
31.52955882,79.5293717,1.22596638,17.98214882,Pump,Houston,1
66.86470314,19.16785045,1.672000053,59.34801663,Turbine,Chicago,0
50.88683108,36.07841139,1.284450005,55.12819564,Turbine,Atlanta,0
81.2477672,33.07681219,2.383121205,35.44103878,Compressor,Chicago,0
59.9837999,31.11457004,1.756837608,43.0377162,Compressor,Atlanta,0
71.43094658,10.58922205,3.799435382,25.6449087,Pump,New York,1
58.22238542,23.56538823,1.600075832,59.64576495,Pump,New York,0
66.00363814,30.28597015,1.116246482,40.32037161,Turbine,Atlanta,0
60.77834676,36.6436455,1.217848527,59.3146952,Compressor,Houston,0
69.08031534,50.91107711,0.052907471,67.14941888,Compressor,Houston,0
81.83130624,27.36634076,0.268621424,84.39381887,Pump,Atlanta,1
82.12129204,38.55114271,1.378542884,59.04763902,Compressor,Houston,0
69.41279573,37.82431399,1.037847916,52.24944151,Compressor,New York,0
69.80126365,12.86139662,1.306473487,35.94271856,Turbine,New York,0
55.7777035,39.38021224,2.122274495,45.48814685,Pump,Chicago,0
75.62969237,19.9999409,1.384575516,40.23068179,Compressor,New York,0
140.1947257,33.99864987,1.49639418,68.59989466,Compressor,Houston,1
41.24403844,53.00217984,0.482972908,29.31912887,Compressor,Atlanta,1
77.53419464,35.68036688,1.968612587,44.41386227,Pump,Houston,0
78.920676,29.44986714,1.465266974,32.710244,Compressor,Houston,0
72.4954819,22.09305411,1.46135525,50.35601968,Compressor,Chicago,0
70.99332305,43.23344349,2.16696782,50.71631277,Compressor,San Francisco,0
68.35758015,40.18084786,1.09517777,24.97391109,Compressor,San Francisco,0
68.4870078,42.47313154,2.305038062,61.90004573,Pump,Houston,0
60.33298109,26.36420864,1.415727042,40.63014126,Pump,New York,0
65.406391,28.80636945,2.225399733,56.77840098,Pump,Chicago,0
87.02514658,48.39416613,1.205241434,40.26642581,Compressor,Chicago,0
68.4967954,28.19841803,2.051586969,56.73169815,Compressor,San Francisco,0
59.20263679,32.1062641,1.627849769,42.11414288,Pump,New York,0
64.47776956,39.85831212,1.281088939,52.57729741,Turbine,Houston,0
53.6866489,30.70109929,2.402224486,54.81055724,Turbine,Chicago,0
67.9338872,33.45614906,1.867482408,40.4349971,Turbine,Houston,0
70.18016872,37.69281142,1.297131749,31.48641292,Turbine,Houston,0
89.91553302,21.6502891,1.379472893,32.39280687,Pump,San Francisco,0
61.69049884,53.31032529,2.193922985,40.66972029,Compressor,Houston,0
78.30191812,29.62953927,1.744260069,51.79127814,Compressor,New York,0
81.88913371,37.43593761,1.821060502,56.3066541,Pump,Houston,0
65.56736535,42.36842502,0.542997086,52.97961556,Turbine,Houston,0
84.69784259,45.29001669,2.506660473,38.31791264,Turbine,Chicago,0
52.41260514,36.93441657,1.532924249,58.47637815,Pump,Houston,0
67.19324923,29.42108618,1.50490687,51.6138705,Turbine,San Francisco,0
70.15682236,26.50207746,1.94010707,48.95793086,Turbine,New York,0
69.46095151,33.4114465,1.654569094,44.74339683,Compressor,New York,0
67.75681029,34.22123225,1.485937838,52.41003138,Turbine,Houston,0
69.88907996,41.81543257,1.235487675,61.26723637,Pump,Houston,0
78.94232775,32.46717246,2.000401522,45.77678942,Turbine,Atlanta,0
77.02659998,35.83633796,0.929958699,36.36693744,Turbine,New York,0
76.68840131,41.74219224,2.345226335,62.67128143,Pump,San Francisco,0
80.26986263,30.30644329,1.157263574,50.08781547,Turbine,Houston,0
68.74825572,25.95210089,-0.167950775,50.84620048,Turbine,New York,0
68.86871947,28.23448551,0.82755661,38.17430611,Compressor,Atlanta,0
78.52433335,37.47781423,1.019776523,47.45979434,Turbine,New York,0
77.9799455,42.49104108,1.52095902,47.65467407,Compressor,Chicago,0
72.42882013,40.17395148,2.563648707,42.53009622,Turbine,Chicago,0
61.65815151,48.46118075,1.109811698,40.08654252,Compressor,Houston,0
67.47236745,24.39874276,0.785566925,46.89222821,Compressor,New York,0
69.08043217,32.303789,1.561277578,52.49675028,Compressor,San Francisco,0
75.08725023,25.65707754,1.945204003,64.54664291,Compressor,San Francisco,0
54.56881772,34.40812175,2.082578562,49.53820787,Turbine,Houston,0
72.35614558,37.36409353,1.075816732,50.24777746,Pump,New York,0
84.53534077,28.7649974,2.053911641,64.7675373,Pump,New York,0
89.92036636,40.9376797,2.185013188,29.86001678,Pump,Atlanta,0
60.51651996,52.25079705,2.082237924,55.18880676,Turbine,San Francisco,0
70.75804558,37.22042011,1.881972682,46.91621531,Pump,San Francisco,0
67.231867,43.2510442,2.835337687,51.10107586,Pump,San Francisco,0
60.41221544,39.56882103,1.148636467,56.87456398,Turbine,Atlanta,0
77.01494782,39.07909798,1.607772818,43.66813059,Turbine,Chicago,0
23.5200719,36.74990829,1.938387104,47.68257181,Turbine,Houston,1
128.1323359,26.04779926,3.0231149,66.54803508,Turbine,Chicago,1
70.01325689,28.32529451,1.951162881,54.95586143,Pump,San Francisco,0
66.08241851,27.10445811,0.799665073,42.80480487,Turbine,Houston,0
72.5719897,52.18965035,0.871922363,39.09261942,Turbine,Houston,0
61.03357773,26.16438538,1.916332879,46.86631369,Turbine,New York,0
69.54588782,33.25595495,1.132839999,53.88182293,Pump,San Francisco,0
61.85601813,28.95900481,1.431932076,38.51325748,Pump,Chicago,0
76.33661025,36.56129638,0.397758975,49.95651513,Pump,Chicago,0
67.790304,36.67082834,1.755707628,62.09279539,Turbine,New York,0
67.655922,26.9424401,0.214926226,66.74801678,Pump,New York,0
55.78189333,56.58663069,1.057861982,56.0691371,Turbine,San Francisco,0
77.00700612,43.20869953,0.489003239,57.51921,Pump,New York,0
67.82841193,37.33026933,0.901073127,51.33422635,Pump,San Francisco,0
53.93422899,35.24850741,2.023439516,45.08983863,Turbine,San Francisco,0
61.67644427,40.70613001,1.550367904,58.96310186,Turbine,Chicago,0
64.49412933,38.48038697,1.252753699,51.26579307,Turbine,Houston,0
69.29501222,52.48584493,1.166420225,51.31725288,Pump,Atlanta,0
75.46733568,33.84106596,0.657253804,39.61622357,Compressor,New York,0
66.16028728,20.25650475,2.102337968,49.71344339,Pump,Atlanta,0
57.29938911,38.14636111,0.691424143,42.48363729,Turbine,Atlanta,0
80.10274587,33.13538246,1.963260092,42.37749967,Compressor,San Francisco,0
79.28932014,30.3669693,0.795160353,37.68583831,Compressor,San Francisco,0
86.69021525,35.09490143,1.574997545,53.97404033,Pump,Chicago,0
